THERMO ALL
300.000  1000.000  5000.000
I                 J 6/82I   1    0    0    0G   200.000  6000.000 1000.        1
 2.61667712E+00-2.66010320E-04 1.86060150E-07-3.81927472E-11 2.52036053E-15    2
 1.20582790E+04 6.87896653E+00 2.50041683E+00-4.48046831E-06 1.69962536E-08    3
-2.67708030E-11 1.48927452E-14 1.20947990E+04 7.49816581E+00 1.28402035E+04    4
I2 gas            tpis89I  2.   0.   0.   0.G   200.000  6000.000 1000.        1
 4.56588102E+00-3.42229361E-04 4.84410977E-07-1.42632157E-10 1.14951099E-14    2
 6.16023838E+03 5.41958286E+00 3.87234634E+00 3.64265414E-03-7.95349191E-06    3
 7.82149773E-09-2.80608071E-12 6.24644830E+03 8.49410267E+00 7.50675626E+03    4
HI                j 9/61H  1.I  1.   0.   0.G   200.000  6000.000 1000.        1
 2.97348457E+00 1.43564535E-03-5.02266380E-07 8.15769578E-11-4.90179013E-15    2
 2.25405142E+03 7.52526168E+00 3.55499590E+00-3.48919962E-04 2.02666229E-07    3
 1.78572096E-09-1.21092442E-12 2.14501374E+03 4.67388039E+00 3.19417500E+03    4
C2H5I             ATcT/AC  2.H  5.I  1.   0.G   200.000  6000.000 1000.        1
 7.97461860E+00 1.28549646E-02-4.59993101E-06 7.40450718E-10-4.42307467E-14    2
-4.37826965E+03-1.45972741E+01 2.63041302E+00 1.89595239E-02 1.17450857E-05    3
-3.10554440E-08 1.46462936E-11-2.52381380E+03 1.49681231E+01-8.47554456E+02    4
C2H3I Iodoethyle  T 6/11C  2.H  3.I  1.   0.G   200.000  6000.000 1000.        1
 6.44273647E+00 8.41887780E-03-3.00447900E-06 4.82844717E-10-2.88126081E-14    2
 1.30010205E+04-4.03486413E+00 2.74108792E+00 1.25141822E-02 8.60970302E-06    3
-2.16359126E-08 1.00821068E-11 1.42911282E+04 1.64780120E+01 1.57026692E+04    4

KR  REF ELEMENT   g 8/97KR  1    0    0    0G   200.000  6000.000 1000.        1
 2.50001436E+00-2.78190281E-08 1.74071629E-11-4.31400304E-15 3.66743374E-19    2
-7.45380247E+02 5.49087778E+00 2.50000000E+00 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-7.45375000E+02 5.49095651E+00 0.00000000E+00    4

!§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§
!§§§§§§§§§§§§§§§§§§     Thermodata Dagaut for CH3CHO     §§§§§§§§§§§§§§§§§§§§§§§
!§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§§
!! Thermo Sivaramakrishnan
!CH3CHO                 0C   2     O  1 H  4 0G   500.000 2500.000 1000.00       1
CH3CHO                  C   2H   4O   10   0G   500.000 2500.000 1000.00       1
 0.12944297E+01 0.20156228E-01-0.10664726E-04 0.27851250E-08-0.29060103E-12    2
-0.20854004E+05 0.18713217E+02 0.73533450E+00 0.21943147E-01-0.13001320E-04    3
 0.43339361E-08-0.73064215E-12-0.20708698E+05 0.21550428E+02                   4
!CH2CHOH                0C   2      O  1 H  4 0G   500.000 2500.000 1000.00       1
CH2CHOH                 C   2H   4O   10   0G   500.000 2500.000 1000.00       1
 0.51035565E+01 0.13601888E-01-0.63205609E-05 0.14714006E-08-0.13892731E-12    2
-0.17204624E+05-0.18053199E+01 0.24472714E+00 0.33922763E-01-0.38558817E-04    3
 0.24420604E-07-0.63119208E-11-0.16262849E+05 0.21450051E+02                   4
CHCHOH                  H  3 C  2 O  1      G   200.0   3000.0   1000.0        1
 8.51857227E+00 5.78657814E-03-2.04179011E-06 3.26941186E-10-1.81221891E-14    2
 1.24711304E+04-1.96767610E+01 1.20387338E+00 2.32941538E-02-3.70046053E-06    3
-2.16775164E-08 1.34521291E-11 1.43919958E+04 1.81404048E+01                   4
CH3CHOH                 H  5 C  2 O  1      G   200.0   3000.0   1000.0        1
 4.47526705E+00 1.71732695E-02-7.96309840E-06 1.80336068E-09-1.61822914E-13    2
-9.03563932E+03 3.50393420E+00 4.90188130E+00 2.20897251E-03 4.13987202E-05    3
-5.55440042E-08 2.23614061E-11-8.60184919E+03 4.32535611E+00                   4
CH3CH2CHOH              H  7 C  3 O  1      G   200.0   3000.0   1000.0        1
 5.57435776E+00 2.54233367E-02-1.20266113E-05 2.77260725E-09-2.52771351E-13    2
-1.21708810E+04 8.09801078E-02 5.19613442E+00 9.68758216E-03 4.67507423E-05    3
-6.85477320E-08 2.84041922E-11-1.14185394E+04 5.64993765E+00                   4
CH3CH(OH)CH2            H  7 C  3 O  1      G   200.0   3000.0   1000.0        1
 6.37566107E+00 2.41151246E-02-1.12544941E-05 2.57111115E-09-2.33078473E-13    2
-1.05118586E+04-4.32024366E+00 4.35704920E+00 2.25954618E-02 1.12530390E-05    3
-3.13049712E-08 1.46737455E-11-9.74827050E+03 7.45505092E+00                   4
CH3CHCH2                H  6 C  3 O  0      G   200.0   3000.0   1000.0        1
 2.43048844E+00 2.38960302E-02-1.14689437E-05 2.67392899E-09-2.45937061E-13    2
 3.69862621E+02 1.10623092E+01 3.85642389E+00 3.15498381E-03 5.02746480E-05    3
-6.64190756E-08 2.64185868E-11 6.73599516E+02 7.44641719E+00                   4



C2H4O              SDT18 H  4 O  1 C  2     G    300.00   5000.00 1200.00      1
+5.92474075E+00+1.11210128E-02-3.74358017E-06+5.54179011E-10-2.95531435E-14    2
-9.30301665E+03-9.37723207E+00-8.97502490E-01+2.59174406E-02-1.20355905E-05    3
-6.59465277E-10+1.46745789E-12-7.10941012E+03+2.71305394E+01                   4
CH3CO                   C   2H   3O   10   0G   300.00   5000.00  1000.00      1
 0.51153110E+01 0.98613270E-02-0.39464200E-05 0.72974800E-09-0.50605210E-13    2
-0.35811130E+04-0.90078660E+00 0.63079430E+01-0.12387940E-01 0.58094930E-04    3
-0.63043300E-07 0.22737730E-10-0.29439700E+04-0.23500130E+01                   4
C2H5OH                  C   2H   6O   10   0G   300.00   5000.0   1000.00      1
 0.65624365E+01 0.15204222E-01-0.53896795E-05 0.86225011E-09-0.51289787E-13    2
-0.31525621E+05-0.94730202E+01 0.48586957E+01-0.37401726E-02 0.69555378E-04    3
-0.88654796E-07 0.35168835E-10-0.29996132E+05 0.48018545E+01                   4
C2H3O              SDT18 H  3 O  1 C  2     G    290.00   3000.00 1200.00      1
