THERMO
300.000  1000.000  5000.000
! Taken from Burcat
CH*                SDT18 H  1 C  1          G    300.00   5000.00 1200.00      1
+2.19619188E+00+2.34043357E-03-7.05849639E-07+9.00825919E-11-3.85558568E-15    2
+1.04350881E+05+9.17731364E+00+3.26787506E+00+1.59455142E-03-4.00091436E-06    3
+4.65503017E-09-1.60491694E-12+1.03930175E+05+3.04708316E+00                   4
OH*                SDT18 H  1 O  1          G    300.00   5000.00 1200.00      1
+2.88272162E+00+1.01398847E-03-2.27695660E-07+2.17486548E-11-5.12777544E-16    2
+5.03010210E+04+5.59529841E+00+3.64731694E+00+1.25257954E-04-1.57633414E-06    3
+2.35110477E-09-8.59505189E-13+5.00201598E+04+1.31534766E+00                   4
CO2*                    C   1H   0N   0O   2G   200.000  6000.000 1000.00      1
 0.44700065E+01 0.29685500E-02-0.11014749E-05 0.18056822E-09-0.10522052E-13    2
-0.11468425E+04-0.11197160E+01 0.26417328E+01 0.67530559E-02-0.14853505E-05    3
-0.30921035E-08 0.16897931E-11-0.60475833E+03 0.85827949E+01                   4
! Shape
!C2*                     C   2H   0N   0O   0G   200.00   6000.00  1000.00      1
! 4.12492246E+00 1.08348338E-04 1.57252585E-07-4.24046828E-11 3.25059373E-15    2
! 1.31575887E+05 7.97432262E-01-1.96261001E+00 5.76822247E-02-1.58039636E-04    3
! 1.72462711E-07-6.57913199E-11 1.31640879E+05 2.33201223E+01                   4
! Shape agrees with Burcat
C3                      C   3H   0N   0O   0G   200.00   6000.00  1000.00      1
 0.48035776E+01 0.21451125E-02-0.10729208E-05 0.26073528E-09-0.20163197E-13    2
 0.99396542E+05 0.38936985E+00 0.54328396E+01-0.44675438E-02 0.14932148E-04    3
-0.14795314E-07 0.50142111E-11 0.99495722E+05-0.15872071E+01                   4
C3H                     C   3H   3N   0O   0G   300.00   6000.00  1000.00      1
 6.14184491E+00 3.39661013E-03-1.21915444E-06 1.97782838E-10-1.18312807E-14    2
 8.44225753E+04-6.44480148E+00 3.34917187E+00 1.65822626E-02-2.77115653E-05    3
 2.51382364E-08-8.85285352E-12 8.49863168E+04 6.80362439E+00                   4
AR                      AR  1H   0N   0O   0G   300.00   5000.00  1000.00      1
 0.25000000E+01 0.00000000E+00 0.00000000E+00 0.00000000E+00 0.00000000E+00    2
-0.74540000E+03 0.43660000E+01 0.25000000E+01 0.00000000E+00 0.00000000E+00    3
 0.00000000E+00 0.00000000E+00-0.74540000E+03 0.43660000E+01                   4
NC6H14             SDT18 H 14 C  6          G    300.00   5000.00 1200.00      1
+2.28046470E+01+2.09800119E-02-3.53074129E-06-5.46609072E-10+1.47893745E-13    2
-3.07498496E+04-9.58469533E+01+1.90038413E+00+5.14640294E-02+7.91906421E-06    3
-3.47484905E-08+1.31381393E-11-2.29428369E+04+2.05073363E+01                   4
! Taken from Blanquart/Burcat
O2                      C   0H   0N   0O   2G   200.00   6000.00  1000.00      1
 3.66096065E+00 6.56365811E-04-1.41149627E-07 2.05797935E-11-1.29913436E-15    2
-1.21597718E+03 3.41536279E+00 3.78245636E+00-2.99673416E-03 9.84730201E-06    3
-9.68129509E-09 3.24372837E-12-1.06394356E+03 3.65767573E+00 0.00000000E+00    4
! Should be OK
H2                      C   0H   2N   0O   0G   300.00   5000.00  1000.00      1
 0.29914200E+01 0.70006000E-03-0.56340000E-07-0.92300000E-11 0.15800000E-14    2
-0.83500000E+03-0.13550000E+01 0.32981200E+01 0.82494000E-03-0.81430000E-06    3
-0.94750000E-10 0.41349000E-12-0.10125000E+04-0.32940000E+01                   4
CH4                SDT18 H  4 C  1          G    300.00   5000.00 1200.00      1
+1.68327896E+00+1.02375796E-02-3.87532085E-06+6.78603752E-10-4.50335256E-14    2
-1.00897189E+04+9.60841931E+00+2.62045814E+00+3.76147235E-03+7.27939329E-06    3
-6.59009253E-09+1.56167384E-12-1.00081602E+04+6.05753345E+00                   4
C2H6               SDT18 H  6 C  2          G    300.00   5000.00 1200.00      1
+4.82572271E+00+1.38407971E-02-4.55746628E-06+6.72547289E-10-3.59838106E-14    2
-1.27204606E+04-5.24240574E+00+1.59004225E+00+1.47238456E-02+7.10969437E-06    3
-1.31224038E-08+4.40700730E-12-1.12535376E+04+1.38814487E+01                   4
C3H8               SDT18 H  8 C  3          G    300.00   5000.00 1200.00      1
+7.53383893E+00+1.88727422E-02-6.27213187E-06+9.14821315E-10-4.78432927E-14    2
-1.64694698E+04-1.78921611E+01+4.63328044E-01+3.02707210E-02-4.98107073E-06    3
-8.61581294E-09+3.81150487E-12-1.39150305E+04+2.11201251E+01                   4
C2H4                    C   2H   4N   0O   0G   200.00   6000.00  1000.00      1
 3.99182724E+00 1.04833908E-02-3.71721342E-06 5.94628366E-10-3.53630386E-14    2
 4.26865851E+03-2.69081762E-01 3.95920063E+00-7.57051373E-03 5.70989993E-05    3
-6.91588352E-08 2.69884190E-11 5.08977598E+03 4.09730213E+00 6.31426266E+03    4
CO                      C   1H   0N   0O   1G   200.00   6000.00  1000.00      1
 0.30484859E+01 0.13517281E-02-0.48579405E-06 0.78853644E-10-0.46980746E-14    2
-0.14266117E+05 0.60170977E+01 0.35795335E+01-0.61035369E-03 0.10168143E-05    3
 0.90700586E-09-0.90442449E-12-0.14344086E+05 0.35084093E+01-0.13293628E+05    4
CO2                     C   1H   0N   0O   2G   200.00   6000.00  1000.00      1
 0.46365111E+01 0.27414569E-02-0.99589759E-06 0.16038666E-09-0.91619857E-14    2
-0.49024904E+05-0.19348955E+01 0.23568130E+01 0.89841299E-02-0.71220632E-05    3
 0.24573008E-08-0.14288548E-12-0.48371971E+05 0.99009035E+01-0.47328105E+05    4
